lat,lon,elevation_m,slope_deg,dist_water_km,dist_known_site_km,dist_to_prediction_km,in_lake,rank_score
39.07317862852503,33.764274520490524,862.0,0.6063958880069132,4.554247614903601,21.271543097308093,23.236379467382967,False,392.0
38.98796721188405,33.92562599118212,977.0,0.5300688274734692,7.2841407867342545,4.728979409162432,40.1169028266008,False,401.5
38.90275579524306,33.441571579107325,919.0,0.04395367923055026,0.97404647376728,44.8849912718007,29.271284867405004,False,406.0
38.98796721188405,34.08697746187373,936.0,0.26347422136320486,3.85183234567944,12.729013952619646,53.01068430131168,False,410.0
39.11578433684552,33.441571579107325,892.0,0.1431839859976424,4.439860487979829,48.232985130078994,8.511309969180653,False,414.0
39.030572920204534,33.764274520490524,862.0,0.6063958880069132,7.968252214947993,18.582410091655447,25.533929907541964,False,420.0
38.90275579524306,33.602923049798925,1067.0,0.44022812428524716,2.365653523432073,30.879770622998056,29.271284867405004,False,430.0
39.07317862852503,33.84495025583632,862.0,0.8532804351126839,2.7835214247197673,16.49700213769638,29.835431426628737,False,431.0
39.158390045166016,33.602923049798925,912.0,0.49421967244125425,4.665982310286863,38.23784806132253,7.0733265326340025,False,440.0
38.860150086922566,33.441571579107325,919.0,0.04395367923055026,1.5064014317694892,45.681215546186145,33.88427300081106,False,442.0
38.860150086922566,33.602923049798925,1067.0,0.44022812428524716,1.7863837613322162,32.026102573314596,33.88427300081106,False,453.0
39.07317862852503,33.92562599118212,896.0,0.9405157219915736,1.2796282895822213,13.852346725237956,36.61202674734688,False,455.0
38.945361503563554,33.92562599118212,977.0,0.5300688274734692,10.775805001947015,2.1982861376392164,42.55654984590283,False,457.5
39.158390045166016,33.441571579107325,892.0,0.1431839859976424,7.132731093502028,50.231814939353306,7.0733265326340025,False,459.0
38.81754437860207,33.522247314453125,911.0,0.09805263228505215,2.4424244057276154,40.28799216001516,37.87174072932705,False,460.0
39.030572920204534,33.84495025583632,862.0,0.8532804351126839,6.518990184970387,12.844395610731613,31.65762489802599,False,461.0
38.945361503563554,34.08697746187373,936.0,0.26347422136320486,7.452885933217625,12.020690990814135,54.88011199406588,False,463.0
39.11578433684552,33.602923049798925,912.0,0.49421967244125425,7.591291694165335,35.57131775486776,8.511309969180653,False,464.0
38.90275579524306,34.00630172652792,1018.0,0.15561367208087332,13.334043621387341,7.205754830799542,51.06785981508348,False,473.0
38.98796721188405,33.522247314453125,1022.0,0.5399711593259663,4.396495039625777,37.740165072139085,18.93587036466313,False,474.0
39.030572920204534,33.92562599118212,896.0,0.9405157219915736,3.9149009898460156,9.204071320346953,38.111582862949845,False,475.0
39.37141858676848,33.522247314453125,1118.0,0.06045662378862002,5.710947840528048,49.234134419431385,23.66983795582911,False,476.0
39.11578433684552,33.84495025583632,993.0,1.0121908836144218,0.940417836644195,20.59477017996938,28.68661048207746,False,476.0
39.11578433684552,33.522247314453125,890.0,0.3275671739423107,9.371755245434318,41.78322393558008,4.73396759116598,False,480.0
39.158390045166016,33.522247314453125,890.0,0.3275671739423107,9.064757776795078,44.075528130628776,0.0,False,486.5
39.030572920204534,34.08697746187373,928.0,0.7772127057020233,0.2871985444931424,14.97930168010968,51.509800096815496,False,494.0
39.20099575348651,33.764274520490524,1230.0,0.7148340390197274,5.687766185229575,30.6774812368214,21.741618690649215,False,503.0
39.243601461807,33.441571579107325,869.0,0.2475991932343339,7.019350597433236,55.23881499555119,11.818364728425987,False,505.0
38.945361503563554,33.522247314453125,1022.0,0.5399711593259663,5.358373427713142,37.507189648958786,23.66983795582911,False,511.0
38.98796721188405,34.00630172652792,999.0,0.8014795082721773,6.606025076017668,6.493348365201292,46.472758934765615,False,511.0
38.98796721188405,33.84495025583632,997.0,0.8499056089399001,10.254480600897962,10.13048942486149,34.04523987672218,False,511.0
39.41402429508897,33.522247314453125,1118.0,0.06045662378862002,7.0509478976622955,50.00502398910054,28.40380554699509,False,514.0
39.158390045166016,33.360895843761526,955.0,0.5078254347632694,1.7046932673195325,56.60284604755804,14.146653065268005,False,515.0
39.07317862852503,33.280220108415726,942.0,0.30367241646738574,2.426315794883402,60.29747232647974,23.236379467382967,False,519.0
39.20099575348651,33.441571579107325,869.0,0.2475991932343339,9.624325486427923,52.58203598143452,8.511309969180653,False,523.0
39.328812878447984,33.441571579107325,895.0,0.5297530225308615,1.111882586402284,55.9834205966506,20.213835229975324,False,523.0
39.030572920204534,33.280220108415726,942.0,0.30367241646738574,2.5384646372089907,59.40212612387214,25.533929907541964,False,528.0
38.81754437860207,33.683598785144724,1195.0,0.4650393159388499,5.473413159710276,27.60702623416452,40.42767045995138,False,529.0
39.158390045166016,33.683598785144724,857.0,1.1979137508557716,0.5970152263534387,32.888869928932706,14.146653065268005,False,529.0
38.860150086922566,34.00630172652792,1018.0,0.15561367208087332,16.72588608409352,11.137051449512333,53.844796824741934,False,542.0
39.243601461807,33.764274520490524,1230.0,0.7148340390197274,9.101770785273967,28.95387182954536,23.236379467382967,False,544.0
39.37141858676848,33.92562599118212,1215.0,0.22948926919869192,23.37305709151582,14.691283869595019,42.55654984590283,False,548.0
39.243601461807,33.522247314453125,845.0,0.7269621884259904,3.214139009038131,49.63283273722642,9.46793518233196,False,550.0
39.2862071701275,33.441571579107325,895.0,0.5297530225308615,3.614761288707861,56.100648358093274,15.86587503496585,False,554.0
39.07317862852503,34.08697746187373,928.0,0.7772127057020233,3.1971155717332183,18.20857105184023,50.41038841590932,False,555.0
39.20099575348651,33.522247314453125,845.0,0.7269621884259904,6.139448392916604,46.73636117462811,4.73396759116598,False,561.0
