weight_decay,embedding_dim,Known_LOO_Error_km,Collinearity_Ratio,Avg_Dist_to_Baj_km,Avg_Dist_to_Barjamovic2011_km,Avg_Dist_to_Forlanini2008_km
0.0005,16,106.98371389496819,0.206244085076067,136.37162878669034,155.78675662596999,151.5511685731147
0.0005,32,101.04058735192237,0.18315793513644768,140.69446472704053,161.48051977405734,155.89647120026498
0.0001,16,107.16222499968663,0.2130781504721842,135.82042065971368,155.33556710307693,151.10228966951303
0.0001,32,100.2668992657853,0.18449301247799857,141.39256016172664,160.6836284270235,155.39279184872848
0.0,16,107.02100591970718,0.21258301598228171,135.1576356451913,153.02145672277737,149.35673223194857
0.0,32,100.6317379579163,0.18785660125436554,140.72375982978605,161.19664426856144,154.70044137277844
